position,model,eligible,n,mae,rmse,pearson,weekly_spearman,top1,top3,top5
K,ridge_market_h54_a1000_centered1.0,False,1088,3.492628738862594,4.404180519106034,0.12513076356077066,0.12326742771312338,8.722222222222221,9.0,8.81111111111111
K,ridge_qb_h18_a100_centered0.5,False,1088,3.4991528098605222,4.408236045457672,0.1222924397990271,0.130742160562685,8.722222222222221,9.129629629629626,8.77222222222222
K,ridge_qb_h18_a100_centered1.0,False,1088,3.521245552124523,4.429555874913241,0.1039185601038709,0.1198667109591536,8.472222222222221,8.814814814814813,8.505555555555555
K,ridge_qb_h18_a1000_centered0.5,False,1088,3.49121326445252,4.403387040805265,0.12767322808372508,0.12446075078951511,8.944444444444445,9.064814814814817,8.794444444444444
K,ridge_qb_h18_a1000_centered1.0,False,1088,3.497093549017567,4.406346830037509,0.12377020330854457,0.12782732920033757,9.0,9.129629629629628,8.777777777777777
K,ridge_qb_h54_a100_centered0.5,False,1088,3.4973265417455,4.40960833319871,0.12085062647451322,0.12597865295211685,8.194444444444445,9.129629629629628,8.838888888888887
K,ridge_qb_h54_a100_centered1.0,False,1088,3.516366367793763,4.431308128805468,0.10216099091653094,0.11612741003678921,7.833333333333333,8.75,8.761111111111113
K,ridge_qb_h54_a1000_centered0.5,False,1088,3.4915957373453543,4.404945182520012,0.12614982171790687,0.12854939909401097,8.75,8.935185185185183,8.833333333333332
K,ridge_qb_h54_a1000_centered1.0,False,1088,3.497994336133459,4.410083223730791,0.12029532063561629,0.12784825749799933,8.555555555555555,9.296296296296298,8.75
K,ridge_compact_h18_a100_centered0.5,False,1088,3.497425128068814,4.406044449242788,0.123863423490233,0.12446742712320773,8.166666666666666,9.037037037037036,8.933333333333332
K,ridge_compact_h18_a100_centered1.0,False,1088,3.5136583773845405,4.419159827082905,0.10988630026790513,0.11410744536645875,7.861111111111111,8.824074074074073,8.75
K,ridge_compact_h18_a1000_centered0.5,False,1088,3.4929780672802146,4.404430327605559,0.12589693996196719,0.11618308454869772,8.166666666666666,9.101851851851851,8.777777777777779
K,ridge_compact_h18_a1000_centered1.0,False,1088,3.498783959749229,4.407215894216861,0.12125635002214911,0.1155213149712767,8.305555555555555,8.86111111111111,8.711111111111112
K,ridge_compact_h54_a100_centered0.5,False,1088,3.4973169409515052,4.406470440707986,0.12369801619850847,0.12386812459716785,8.083333333333334,8.981481481481481,8.799999999999999
